ano,estado,familia,denominacao,quantidade
2006,GOIÁS,20,00,235,00
2006,GOIÁS,50,00,12.548,00
2006,GOIÁS,100,00,130,00
2006,MARANHÃO,2,00,14,00
2006,MARANHÃO,5,00,273,00
2006,MARANHÃO, ,10,00,16,00
2006,MARANHÃO,10,00,1.480,00
2006,MARANHÃO,20,00,421,00
2006,MARANHÃO,50,00,3.784,00
2006,MARANHÃO,100,00,80,00
2006,MATO GROSSO,2,00,6,00
2006,MATO GROSSO,5,00,141,00
2006,MATO GROSSO, ,10,00,11,00
2006,MATO GROSSO,10,00,413,00
2006,MATO GROSSO,20,00,37,00
2006,MATO GROSSO,50,00,2.238,00
2006,MATO GROSSO,100,00,49,00
2006,MATO GROSSO DO SUL,1,00,4,00
2006,MATO GROSSO DO SUL,2,00,10,00
2006,MATO GROSSO DO SUL,5,00,112,00
2006,MATO GROSSO DO SUL, ,10,00,13,00
2006,MATO GROSSO DO SUL,10,00,463,00
2006,MATO GROSSO DO SUL,20,00,46,00
2006,MATO GROSSO DO SUL,50,00,13.716,00
2006,MATO GROSSO DO SUL,100,00,12,00
2006,MINAS GERAIS,1,00,30,00
2006,MINAS GERAIS,2,00,141,00
2006,MINAS GERAIS,5,00,2.657,00
2006,MINAS GERAIS, ,10,00,1.270,00
2006,MINAS GERAIS,10,00,17.587,00
2006,MINAS GERAIS,20,00,1.012,00
2006,MINAS GERAIS,50,00,37.812,00
2006,MINAS GERAIS,100,00,396,00
2006,NAO INFORMADO,5,00,15,00
2006,NAO INFORMADO,10,00,25,00
2006,NAO INFORMADO,50,00,47,00
2006,PARÁ,2,00,11,00
2006,PARÁ,5,00,329,00
2006,PARÁ, ,10,00,637,00
2006,PARÁ,10,00,1.407,00
2006,PARÁ,20,00,382,00
2006,PARÁ,50,00,3.061,00
2006,PARÁ,100,00,59,00
2006,PARAÍBA,1,00,2,00
2006,PARAÍBA,2,00,30,00
2006,PARAÍBA,5,00,283,00
2006,PARAÍBA, ,10,00,27,00
2006,PARAÍBA,10,00,729,00
2006,PARAÍBA,20,00,264,00
2006,PARAÍBA,50,00,3.833,00
2006,PARAÍBA,100,00,9,00
2006,PARANÁ,1,00,98,00
2006,PARANÁ,2,00,83,00
2006,PARANÁ,5,00,1.254,00
2006,PARANÁ, ,10,00,1.230,00
2006,PARANÁ,10,00,8.818,00
2006,PARANÁ,20,00,1.193,00
2006,PARANÁ,50,00,20.752,00
2006,PARANÁ,100,00,119,00
2006,PERNAMBUCO,1,00,11,00
2006,PERNAMBUCO,2,00,114,00
2006,PERNAMBUCO,5,00,1.002,00
2006,PERNAMBUCO, ,10,00,116,00
2006,PERNAMBUCO,10,00,2.353,00
2006,PERNAMBUCO,20,00,649,00
2006,PERNAMBUCO,50,00,11.325,00
2006,PERNAMBUCO,100,00,19,00
2006,PIAUÍ,2,00,2,00
2006,PIAUÍ,5,00,230,00
2006,PIAUÍ, ,10,00,28,00
2006,PIAUÍ,10,00,733,00
2006,PIAUÍ,20,00,189,00
2006,PIAUÍ,50,00,3.054,00
2006,PIAUÍ,100,00,11,00
2006,RIO DE JANEIRO,1,00,7,00
2006,RIO DE JANEIRO,2,00,39,00
2006,RIO DE JANEIRO,5,00,903,00
2006,RIO DE JANEIRO, ,10,00,897,00
2006,RIO DE JANEIRO,10,00,13.115,00
2006,RIO DE JANEIRO,20,00,1.391,00
2006,RIO DE JANEIRO,50,00,51.192,00
2006,RIO DE JANEIRO,100,00,2.343,00
2006,RIO GRANDE DO NORTE,1,00,2,00
2006,RIO GRANDE DO NORTE,2,00,10,00
2006,RIO GRANDE DO NORTE,5,00,366,00
2006,RIO GRANDE DO NORTE, ,10,00,13,00
2006,RIO GRANDE DO NORTE,10,00,928,00
2006,RIO GRANDE DO NORTE,20,00,159,00
2006,RIO GRANDE DO NORTE,50,00,2.482,00
2006,RIO GRANDE DO NORTE,100,00,6,00
2006,RIO GRANDE DO SUL,1,00,30,00
2006,RIO GRANDE DO SUL,2,00,102,00
2006,RIO GRANDE DO SUL,5,00,1.401,00
2006,RIO GRANDE DO SUL, ,10,00,219,00
2006,RIO GRANDE DO SUL,10,00,11.750,00
2006,RIO GRANDE DO SUL,20,00,5.805,00
2006,RIO GRANDE DO SUL,50,00,20.616,00
2006,RIO GRANDE DO SUL,100,00,244,00
2006,RONDÔNIA,1,00,1,00
2006,RONDÔNIA,2,00,8,00
2006,RONDÔNIA,5,00,61,00
2006,RONDÔNIA, ,10,00,12,00
2006,RONDÔNIA,10,00,810,00
2006,RONDÔNIA,20,00,107,00
2006,RONDÔNIA,50,00,1.867,00
2006,RONDÔNIA,100,00,178,00
2006,RORAIMA,5,00,5,00
2006,RORAIMA, ,10,00,8,00
2006,RORAIMA,10,00,23,00
2006,RORAIMA,20,00,1,00
2006,RORAIMA,50,00,25,00
2006,RORAIMA,100,00,9,00
2006,SANTA CATARINA,1,00,6,00
2006,SANTA CATARINA,2,00,15,00
2006,SANTA CATARINA,5,00,362,00
2006,SANTA CATARINA, ,10,00,100,00
2006,SANTA CATARINA,10,00,1.923,00
2006,SANTA CATARINA,20,00,746,00
2006,SANTA CATARINA,50,00,7.470,00
2006,SANTA CATARINA,100,00,104,00
2006,SÃO PAULO,1,00,103,00
2006,SÃO PAULO,2,00,267,00
2006,SÃO PAULO,5,00,8.547,00
2006,SÃO PAULO, ,10,00,9.479,00
2006,SÃO PAULO,10,00,52.835,00
2006,SÃO PAULO,20,00,4.532,00
2006,SÃO PAULO,50,00,188.792,00
2006,SÃO PAULO,100,00,1.295,00
2006,SERGIPE,1,00,1,00
2006,SERGIPE,2,00,6,00
2006,SERGIPE,5,00,135,00
2006,SERGIPE, ,10,00,4,00
2006,SERGIPE,10,00,506,00
2006,SERGIPE,20,00,47,00
2006,SERGIPE,50,00,1.643,00
2006,SERGIPE,100,00,11,00
2006,TOCANTINS,2,00,2,00
2006,TOCANTINS,5,00,44,00
2006,TOCANTINS,10,00,226,00
2006,TOCANTINS,20,00,45,00
2006,TOCANTINS,50,00,997,00
2006,TOCANTINS,100,00,12,00
2007,ACRE,5,00,6,00
2007,ACRE,10,00,25,00
2007,ACRE,20,00,6,00
2007,ACRE,50,00,545,00
2007,ACRE,100,00,2,00
2007,ALAGOAS,1,00,1,00
2007,ALAGOAS,2,00,27,00
2007,ALAGOAS,5,00,307,00
2007,ALAGOAS, ,10,00,605,00
2007,ALAGOAS,10,00,643,00
2007,ALAGOAS,20,00,649,00
2007,ALAGOAS,50,00,5.947,00
2007,ALAGOAS,100,00,30,00
2007,AMAPÁ,2,00,1,00
2007,AMAPÁ,5,00,4,00
2007,AMAPÁ,10,00,19,00
2007,AMAPÁ,20,00,6,00
2007,AMAPÁ,50,00,33,00
2007,AMAZONAS,2,00,22,00
2007,AMAZONAS,5,00,253,00
2007,AMAZONAS, ,10,00,150,00
2007,AMAZONAS,10,00,262,00
2007,AMAZONAS,20,00,436,00
2007,AMAZONAS,50,00,5.456,00
2007,AMAZONAS,100,00,31,00
2007,BAHIA,1,00,7,00
2007,BAHIA,2,00,74,00
2007,BAHIA,5,00,963,00
2007,BAHIA, ,10,00,2.499,00
2007,BAHIA,10,00,3.021,00
2007,BAHIA,20,00,2.371,00
2007,BAHIA,50,00,24.168,00
2007,BAHIA,100,00,225,00
2007,CEARÁ,2,00,69,00
2007,CEARÁ,5,00,165,00
2007,CEARÁ, ,10,00,399,00
2007,CEARÁ,10,00,1.698,00
2007,CEARÁ,20,00,4.291,00
2007,CEARÁ,50,00,11.936,00
2007,CEARÁ,100,00,13,00
2007,DISTRITO FEDERAL,1,00,4,00
2007,DISTRITO FEDERAL,2,00,118,00
2007,DISTRITO FEDERAL,5,00,1.583,00
2007,DISTRITO FEDERAL, ,10,00,1.039,00
2007,DISTRITO FEDERAL,10,00,3.873,00
2007,DISTRITO FEDERAL,20,00,1.143,00
2007,DISTRITO FEDERAL,50,00,5.703,00
2007,DISTRITO FEDERAL,100,00,31,00
2007,ESPÍRITO SANTO,2,00,42,00
2007,ESPÍRITO SANTO,5,00,311,00
2007,ESPÍRITO SANTO, ,10,00,972,00
2007,ESPÍRITO SANTO,10,00,1.627,00
2007,ESPÍRITO SANTO,20,00,640,00
2007,ESPÍRITO SANTO,50,00,2.906,00
2007,ESPÍRITO SANTO,100,00,50,00
2007,GOIÁS,1,00,3,00
2007,GOIÁS,2,00,69,00
2007,GOIÁS,5,00,2.618,00
2007,GOIÁS, ,10,00,1.622,00
2007,GOIÁS,10,00,8.952,00
2007,GOIÁS,20,00,1.373,00
2007,GOIÁS,50,00,10.867,00
2007,GOIÁS,100,00,174,00
2007,MARANHÃO,1,00,1,00
2007,MARANHÃO,2,00,22,00
2007,MARANHÃO,5,00,394,00
2007,MARANHÃO, ,10,00,58,00
2007,MARANHÃO,10,00,554,00
2007,MARANHÃO,20,00,343,00
2007,MARANHÃO,50,00,4.270,00
2007,MARANHÃO,100,00,34,00
2007,MATO GROSSO,1,00,1,00
2007,MATO GROSSO,2,00,12,00
2007,MATO GROSSO,5,00,104,00
2007,MATO GROSSO, ,10,00,21,00
2007,MATO GROSSO,10,00,403,00
2007,MATO GROSSO,20,00,628,00
2007,MATO GROSSO,50,00,1.776,00
2007,MATO GROSSO,100,00,20,00
2007,MATO GROSSO DO SUL,1,00,1,00
2007,MATO GROSSO DO SUL,2,00,6,00
2007,MATO GROSSO DO SUL,5,00,79,00
2007,MATO GROSSO DO SUL, ,10,00,41,00
2007,MATO GROSSO DO SUL,10,00,237,00
2007,MATO GROSSO DO SUL,20,00,1.396,00
2007,MATO GROSSO DO SUL,50,00,10.677,00
2007,MATO GROSSO DO SUL,100,00,78,00
2007,MINAS GERAIS,1,00,16,00
2007,MINAS GERAIS,2,00,240,00
2007,MINAS GERAIS,5,00,3.471,00
2007,MINAS GERAIS, ,10,00,9.249,00
2007,MINAS GERAIS,10,00,11.046,00
2007,MINAS GERAIS,20,00,4.235,00
2007,MINAS GERAIS,50,00,36.768,00
2007,MINAS GERAIS,100,00,507,00
2007,NAO INFORMADO,5,00,2,00
2007,NAO INFORMADO,10,00,13,00
2007,NAO INFORMADO,20,00,4,00
2007,NAO INFORMADO,50,00,57,00
2007,PARÁ,2,00,4,00
2007,PARÁ,5,00,192,00
2007,PARÁ, ,10,00,139,00
2007,PARÁ,10,00,1.285,00
2007,PARÁ,20,00,149,00
2007,PARÁ,50,00,2.284,00
2007,PARÁ,100,00,19,00
2007,PARAÍBA,2,00,32,00
2007,PARAÍBA,5,00,232,00
2007,PARAÍBA, ,10,00,303,00
2007,PARAÍBA,10,00,581,00
2007,PARAÍBA,20,00,675,00
2007,PARAÍBA,50,00,4.315,00
2007,PARAÍBA,100,00,13,00
2007,PARANÁ,1,00,18,00
2007,PARANÁ,2,00,80,00
2007,PARANÁ,5,00,1.212,00
2007,PARANÁ, ,10,00,607,00
2007,PARANÁ,10,00,6.857,00
2007,PARANÁ,20,00,1.835,00
2007,PARANÁ,50,00,18.014,00
2007,PARANÁ,100,00,95,00
2007,PERNAMBUCO,1,00,7,00
2007,PERNAMBUCO,2,00,140,00
2007,PERNAMBUCO,5,00,1.233,00
2007,PERNAMBUCO, ,10,00,2.774,00
2007,PERNAMBUCO,10,00,3.351,00
2007,PERNAMBUCO,20,00,2.171,00
2007,PERNAMBUCO,50,00,15.091,00
2007,PERNAMBUCO,100,00,30,00
2007,PIAUÍ,2,00,9,00
2007,PIAUÍ,5,00,159,00
2007,PIAUÍ, ,10,00,105,00
2007,PIAUÍ,10,00,322,00
2007,PIAUÍ,20,00,356,00
2007,PIAUÍ,50,00,3.054,00
2007,PIAUÍ,100,00,5,00
2007,RIO DE JANEIRO,1,00,3,00
2007,RIO DE JANEIRO,2,00,105,00
2007,RIO DE JANEIRO,5,00,1.654,00
2007,RIO DE JANEIRO, ,10,00,3.694,00
2007,RIO DE JANEIRO,10,00,7.322,00
2007,RIO DE JANEIRO,20,00,2.051,00
2007,RIO DE JANEIRO,50,00,50.930,00
2007,RIO DE JANEIRO,100,00,2.213,00
2007,RIO GRANDE DO NORTE,2,00,6,00
2007,RIO GRANDE DO NORTE,5,00,123,00
2007,RIO GRANDE DO NORTE, ,10,00,26,00
2007,RIO GRANDE DO NORTE,10,00,697,00
2007,RIO GRANDE DO NORTE,20,00,1.668,00
2007,RIO GRANDE DO NORTE,50,00,5.757,00
2007,RIO GRANDE DO NORTE,100,00,3,00
2007,RIO GRANDE DO SUL,1,00,30,00
2007,RIO GRANDE DO SUL,2,00,67,00
2007,RIO GRANDE DO SUL,5,00,895,00
2007,RIO GRANDE DO SUL, ,10,00,399,00
2007,RIO GRANDE DO SUL,10,00,6.618,00
2007,RIO GRANDE DO SUL,20,00,2.296,00
2007,RIO GRANDE DO SUL,50,00,32.631,00
2007,RIO GRANDE DO SUL,100,00,219,00
2007,RONDÔNIA,1,00,3,00
2007,RONDÔNIA,2,00,20,00
2007,RONDÔNIA,5,00,71,00
2007,RONDÔNIA, ,10,00,50,00
2007,RONDÔNIA,10,00,250,00
2007,RONDÔNIA,20,00,250,00
2007,RONDÔNIA,50,00,1.518,00
2007,RONDÔNIA,100,00,19,00
2007,RORAIMA,5,00,10,00
2007,RORAIMA, ,10,00,38,00
2007,RORAIMA,10,00,33,00
2007,RORAIMA,20,00,1,00
2007,RORAIMA,50,00,170,00
2007,RORAIMA,100,00,8,00
2007,SANTA CATARINA,1,00,3,00
2007,SANTA CATARINA,2,00,18,00
2007,SANTA CATARINA,5,00,4.383,00
2007,SANTA CATARINA, ,10,00,2.246,00
2007,SANTA CATARINA,10,00,1.240,00
2007,SANTA CATARINA,20,00,1.048,00
2007,SANTA CATARINA,50,00,8.830,00
2007,SANTA CATARINA,100,00,53,00
2007,SÃO PAULO,1,00,120,00
2007,SÃO PAULO,2,00,908,00
2007,SÃO PAULO,5,00,8.925,00
2007,SÃO PAULO, ,10,00,25.733,00
2007,SÃO PAULO,10,00,29.031,00
2007,SÃO PAULO,20,00,13.298,00
2007,SÃO PAULO,50,00,183.739,00
2007,SÃO PAULO,100,00,4.268,00
2007,SERGIPE,2,00,12,00
2007,SERGIPE,5,00,158,00
2007,SERGIPE, ,10,00,233,00
2007,SERGIPE,10,00,375,00
2007,SERGIPE,20,00,341,00
2007,SERGIPE,50,00,2.698,00
2007,SERGIPE,100,00,12,00
2007,TOCANTINS,2,00,3,00
2007,TOCANTINS,5,00,47,00
2007,TOCANTINS, ,10,00,176,00
2007,TOCANTINS,10,00,220,00
2007,TOCANTINS,20,00,222,00
2007,TOCANTINS,50,00,1.143,00
2007,TOCANTINS,100,00,21,00
2008,ACRE,2,00,5,00
2008,ACRE,5,00,4,00
2008,ACRE,10,00,11,00
2008,ACRE,20,00,68,00
2008,ACRE,50,00,198,00
2008,ACRE,100,00,4,00
2008,ALAGOAS,2,00,24,00
2008,ALAGOAS,5,00,127,00
2008,ALAGOAS, ,10,00,248,00
2008,ALAGOAS,10,00,296,00
2008,ALAGOAS,20,00,377,00
2008,ALAGOAS,50,00,2.311,00
2008,ALAGOAS,100,00,41,00
2008,AMAPÁ,5,00,13,00
2008,AMAPÁ,10,00,31,00
2008,AMAPÁ,20,00,3,00
2008,AMAPÁ,50,00,54,00
2008,AMAPÁ,100,00,1,00
2008,AMAZONAS,2,00,23,00
2008,AMAZONAS,5,00,1.490,00
2008,AMAZONAS, ,10,00,46,00
2008,AMAZONAS,10,00,260,00
2008,AMAZONAS,20,00,1.364,00
2008,AMAZONAS,50,00,7.584,00
2008,AMAZONAS,100,00,4.520,00
2008,BAHIA,1,00,1,00
2008,BAHIA,2,00,138,00
2008,BAHIA,5,00,1.056,00
2008,BAHIA, ,10,00,1.099,00
2008,BAHIA,10,00,3.516,00
2008,BAHIA,20,00,3.920,00
2008,BAHIA,50,00,23.047,00
2008,BAHIA,100,00,635,00
2008,CEARÁ,2,00,37,00
2008,CEARÁ,5,00,377,00
2008,CEARÁ, ,10,00,248,00
2008,CEARÁ,10,00,1.765,00
2008,CEARÁ,20,00,3.869,00
2008,CEARÁ,50,00,7.582,00
2008,CEARÁ,100,00,810,00
2008,DISTRITO FEDERAL,2,00,77,00
2008,DISTRITO FEDERAL,5,00,466,00
2008,DISTRITO FEDERAL, ,10,00,122,00
2008,DISTRITO FEDERAL,10,00,2.556,00
2008,DISTRITO FEDERAL,20,00,572,00
2008,DISTRITO FEDERAL,50,00,5.988,00
2008,DISTRITO FEDERAL,100,00,63,00
2008,ESPÍRITO SANTO,2,00,54,00
2008,ESPÍRITO SANTO,5,00,319,00
2008,ESPÍRITO SANTO, ,10,00,706,00
2008,ESPÍRITO SANTO,10,00,661,00
2008,ESPÍRITO SANTO,20,00,950,00
2008,ESPÍRITO SANTO,50,00,2.761,00
2008,ESPÍRITO SANTO,100,00,228,00
2008,GOIÁS,1,00,4,00
2008,GOIÁS,2,00,63,00
2008,GOIÁS,5,00,1.537,00
2008,GOIÁS, ,10,00,131,00
2008,GOIÁS,10,00,2.056,00
2008,GOIÁS,20,00,436,00
2008,GOIÁS,50,00,9.021,00
2008,GOIÁS,100,00,467,00
2008,MARANHÃO,2,00,24,00
2008,MARANHÃO,5,00,362,00
2008,MARANHÃO, ,10,00,25,00
2008,MARANHÃO,10,00,434,00
2008,MARANHÃO,20,00,541,00
2008,MARANHÃO,50,00,4.536,00
2008,MARANHÃO,100,00,211,00
2008,MATO GROSSO,1,00,1,00
2008,MATO GROSSO,2,00,25,00
2008,MATO GROSSO,5,00,130,00
2008,MATO GROSSO, ,10,00,25,00
2008,MATO GROSSO,10,00,364,00
2008,MATO GROSSO,20,00,277,00
2008,MATO GROSSO,50,00,1.654,00
2008,MATO GROSSO,100,00,70,00
2008,MATO GROSSO DO SUL,1,00,3,00
2008,MATO GROSSO DO SUL,2,00,7,00
2008,MATO GROSSO DO SUL,5,00,74,00
2008,MATO GROSSO DO SUL, ,10,00,38,00
2008,MATO GROSSO DO SUL,10,00,218,00
2008,MATO GROSSO DO SUL,20,00,1.564,00
2008,MATO GROSSO DO SUL,50,00,11.327,00
2008,MATO GROSSO DO SUL,100,00,186,00
2008,MINAS GERAIS,1,00,7,00
2008,MINAS GERAIS,2,00,272,00
2008,MINAS GERAIS,5,00,2.735,00
2008,MINAS GERAIS, ,10,00,2.971,00
2008,MINAS GERAIS,10,00,5.093,00
2008,MINAS GERAIS,20,00,4.801,00
2008,MINAS GERAIS,50,00,22.078,00
2008,MINAS GERAIS,100,00,1.008,00
2008,NAO INFORMADO,2,00,1,00
2008,NAO INFORMADO,5,00,2,00
2008,NAO INFORMADO, ,10,00,1,00
2008,NAO INFORMADO,10,00,22,00
2008,NAO INFORMADO,20,00,13,00
2008,NAO INFORMADO,50,00,41,00
2008,NAO INFORMADO,100,00,1,00
2008,PARÁ,1,00,1,00
2008,PARÁ,2,00,6,00
2008,PARÁ,5,00,370,00
2008,PARÁ, ,10,00,33,00
2008,PARÁ,10,00,1.718,00
2008,PARÁ,20,00,431,00
2008,PARÁ,50,00,1.923,00
2008,PARÁ,100,00,113,00
2008,PARAÍBA,2,00,14,00
2008,PARAÍBA,5,00,288,00
2008,PARAÍBA, ,10,00,186,00
2008,PARAÍBA,10,00,1.056,00
2008,PARAÍBA,20,00,723,00
2008,PARAÍBA,50,00,3.837,00
2008,PARAÍBA,100,00,72,00
2008,PARANÁ,1,00,11,00
2008,PARANÁ,2,00,127,00
2008,PARANÁ,5,00,840,00
2008,PARANÁ, ,10,00,457,00
2008,PARANÁ,10,00,6.027,00
2008,PARANÁ,20,00,1.738,00
2008,PARANÁ,50,00,24.208,00
2008,PARANÁ,100,00,2.996,00
2008,PERNAMBUCO,1,00,3,00
2008,PERNAMBUCO,2,00,527,00
2008,PERNAMBUCO,5,00,1.261,00
2008,PERNAMBUCO, ,10,00,1.247,00
2008,PERNAMBUCO,10,00,1.269,00
2008,PERNAMBUCO,20,00,2.224,00
2008,PERNAMBUCO,50,00,12.712,00
2008,PERNAMBUCO,100,00,580,00
2008,PIAUÍ,2,00,10,00
2008,PIAUÍ,5,00,171,00
2008,PIAUÍ, ,10,00,36,00
2008,PIAUÍ,10,00,308,00
2008,PIAUÍ,20,00,351,00
2008,PIAUÍ,50,00,2.240,00
2008,PIAUÍ,100,00,62,00
2008,RIO DE JANEIRO,1,00,3,00
2008,RIO DE JANEIRO,2,00,327,00
2008,RIO DE JANEIRO,5,00,1.049,00
2008,RIO DE JANEIRO, ,10,00,1.860,00
2008,RIO DE JANEIRO,10,00,4.980,00
2008,RIO DE JANEIRO,20,00,2.273,00
2008,RIO DE JANEIRO,50,00,39.651,00
2008,RIO DE JANEIRO,100,00,4.023,00
2008,RIO GRANDE DO NORTE,2,00,15,00
2008,RIO GRANDE DO NORTE,5,00,131,00
2008,RIO GRANDE DO NORTE, ,10,00,42,00
2008,RIO GRANDE DO NORTE,10,00,337,00
2008,RIO GRANDE DO NORTE,20,00,270,00
2008,RIO GRANDE DO NORTE,50,00,1.839,00
2008,RIO GRANDE DO NORTE,100,00,83,00
2008,RIO GRANDE DO SUL,1,00,5,00
2008,RIO GRANDE DO SUL,2,00,179,00
2008,RIO GRANDE DO SUL,5,00,2.002,00
2008,RIO GRANDE DO SUL, ,10,00,212,00
2008,RIO GRANDE DO SUL,10,00,5.546,00
2008,RIO GRANDE DO SUL,20,00,1.513,00
2008,RIO GRANDE DO SUL,50,00,16.549,00
2008,RIO GRANDE DO SUL,100,00,1.598,00
2008,RONDÔNIA,2,00,7,00
2008,RONDÔNIA,5,00,72,00
2008,RONDÔNIA, ,10,00,39,00
2008,RONDÔNIA,10,00,184,00
2008,RONDÔNIA,20,00,242,00
2008,RONDÔNIA,50,00,1.479,00
2008,RONDÔNIA,100,00,30,00
2008,RORAIMA,2,00,1,00
2008,RORAIMA,5,00,9,00
2008,RORAIMA, ,10,00,3,00
2008,RORAIMA,10,00,11,00
2008,RORAIMA,20,00,5,00
2008,RORAIMA,50,00,147,00
2008,RORAIMA,100,00,14,00
2008,SANTA CATARINA,1,00,2,00
2008,SANTA CATARINA,2,00,77,00
2008,SANTA CATARINA,5,00,500,00
2008,SANTA CATARINA, ,10,00,122,00
2008,SANTA CATARINA,10,00,1.124,00
2008,SANTA CATARINA,20,00,476,00
2008,SANTA CATARINA,50,00,11.517,00
2008,SANTA CATARINA,100,00,745,00
2008,SÃO PAULO,1,00,22,00
2008,SÃO PAULO,2,00,995,00
2008,SÃO PAULO,5,00,9.252,00
2008,SÃO PAULO, ,10,00,16.283,00
2008,SÃO PAULO,10,00,19.352,00
2008,SÃO PAULO,20,00,17.418,00
2008,SÃO PAULO,50,00,125.027,00
2008,SÃO PAULO,100,00,16.046,00
2008,SERGIPE,2,00,36,00
2008,SERGIPE,5,00,93,00
2008,SERGIPE, ,10,00,128,00
2008,SERGIPE,10,00,259,00
2008,SERGIPE,20,00,579,00
2008,SERGIPE,50,00,2.260,00
2008,SERGIPE,100,00,165,00
2008,TOCANTINS,5,00,83,00
2008,TOCANTINS, ,10,00,390,00
2008,TOCANTINS,10,00,102,00
2008,TOCANTINS,20,00,72,00
2008,TOCANTINS,50,00,583,00
2008,TOCANTINS,100,00,49,00
2009,ACRE,2,00,2,00
2009,ACRE,5,00,5,00
2009,ACRE,10,00,3,00
2009,ACRE,20,00,91,00
2009,ACRE,50,00,59,00
2009,ACRE,100,00,21,00
2009,ALAGOAS,2,00,11,00
2009,ALAGOAS,5,00,94,00
2009,ALAGOAS, ,10,00,59,00
2009,ALAGOAS,10,00,110,00
2009,ALAGOAS,20,00,234,00
2009,ALAGOAS,50,00,1.550,00
2009,ALAGOAS,100,00,368,00
2009,AMAPÁ,2,00,1,00
2009,AMAPÁ,5,00,1,00
2009,AMAPÁ,10,00,6,00
2009,AMAPÁ,20,00,4,00
2009,AMAPÁ,50,00,88,00
2009,AMAPÁ,100,00,28,00
2009,AMAZONAS,2,00,14,00
2009,AMAZONAS,5,00,64,00
2009,AMAZONAS, ,10,00,13,00
2009,AMAZONAS,10,00,117,00
2009,AMAZONAS,20,00,152,00
2009,AMAZONAS,50,00,430,00
2009,AMAZONAS,100,00,58,00
2009,BAHIA,1,00,1,00
2009,BAHIA,2,00,71,00
2009,BAHIA,5,00,439,00
2009,BAHIA, ,10,00,159,00
2009,BAHIA,10,00,1.532,00
2009,BAHIA,20,00,3.354,00
2009,BAHIA,50,00,16.353,00
2009,BAHIA,100,00,6.435,00
2009,CEARÁ,2,00,25,00
2009,CEARÁ,5,00,410,00
2009,CEARÁ, ,10,00,26,00
2009,CEARÁ,10,00,2.365,00
2009,CEARÁ,20,00,2.394,00
2009,CEARÁ,50,00,4.137,00
2009,CEARÁ,100,00,1.158,00
2009,DISTRITO FEDERAL,2,00,47,00
2009,DISTRITO FEDERAL,5,00,268,00
2009,DISTRITO FEDERAL, ,10,00,8,00
2009,DISTRITO FEDERAL,10,00,1.482,00
2009,DISTRITO FEDERAL,20,00,324,00
2009,DISTRITO FEDERAL,50,00,10.153,00
2009,DISTRITO FEDERAL,100,00,154,00
2009,ESPÍRITO SANTO,2,00,37,00
2009,ESPÍRITO SANTO,5,00,182,00
2009,ESPÍRITO SANTO, ,10,00,31,00
2009,ESPÍRITO SANTO,10,00,931,00
2009,ESPÍRITO SANTO,20,00,311,00
2009,ESPÍRITO SANTO,50,00,1.682,00
2009,ESPÍRITO SANTO,100,00,429,00
2009,GOIÁS,2,00,79,00
2009,GOIÁS,5,00,8.240,00
2009,GOIÁS, ,10,00,17,00
2009,GOIÁS,10,00,1.085,00
2009,GOIÁS,20,00,411,00
2009,GOIÁS,50,00,12.096,00
2009,GOIÁS,100,00,1.574,00
2009,MARANHÃO,2,00,15,00
2009,MARANHÃO,5,00,193,00
2009,MARANHÃO, ,10,00,5,00
2009,MARANHÃO,10,00,496,00
2009,MARANHÃO,20,00,409,00
2009,MARANHÃO,50,00,2.187,00
2009,MARANHÃO,100,00,873,00
2009,MATO GROSSO,2,00,24,00
2009,MATO GROSSO,5,00,114,00
2009,MATO GROSSO, ,10,00,2,00
2009,MATO GROSSO,10,00,240,00
2009,MATO GROSSO,20,00,928,00
2009,MATO GROSSO,50,00,1.918,00
2009,MATO GROSSO,100,00,119,00
2009,MATO GROSSO DO SUL,1,00,2,00
2009,MATO GROSSO DO SUL,2,00,14,00
2009,MATO GROSSO DO SUL,5,00,114,00
2009,MATO GROSSO DO SUL, ,10,00,9,00
2009,MATO GROSSO DO SUL,10,00,414,00
2009,MATO GROSSO DO SUL,20,00,1.410,00
2009,MATO GROSSO DO SUL,50,00,3.201,00
2009,MATO GROSSO DO SUL,100,00,297,00
2009,MINAS GERAIS,1,00,5,00
2009,MINAS GERAIS,2,00,242,00
2009,MINAS GERAIS,5,00,1.541,00
2009,MINAS GERAIS, ,10,00,403,00
2009,MINAS GERAIS,10,00,4.477,00
2009,MINAS GERAIS,20,00,5.954,00
2009,MINAS GERAIS,50,00,23.694,00
2009,MINAS GERAIS,100,00,2.971,00
2009,NAO INFORMADO,5,00,1,00
2009,NAO INFORMADO,10,00,1,00
2009,NAO INFORMADO,20,00,1,00
2009,NAO INFORMADO,50,00,6,00
2009,NAO INFORMADO,100,00,5,00
2009,PARÁ,2,00,17,00
2009,PARÁ,5,00,490,00
2009,PARÁ, ,10,00,4,00
2009,PARÁ,10,00,2.270,00
2009,PARÁ,20,00,568,00
2009,PARÁ,50,00,2.778,00
2009,PARÁ,100,00,579,00
2009,PARAÍBA,1,00,1,00
2009,PARAÍBA,2,00,11,00
2009,PARAÍBA,5,00,67,00
2009,PARAÍBA, ,10,00,43,00
2009,PARAÍBA,10,00,174,00
2009,PARAÍBA,20,00,305,00
2009,PARAÍBA,50,00,1.519,00
2009,PARAÍBA,100,00,364,00
2009,PARANÁ,1,00,5,00
2009,PARANÁ,2,00,92,00
